10009138,2
10051383,2
10053042,2
10083315,2
10093171,2
10128431,2
10153084,3
10154600,1
10186016,2
10186644,3
10292508,2
10294414,1
10295206,1
10297111,3
10333518,2
10339356,3
10342607,3
10361639,2
10368001,2
10432793,2
10434329,2
10443842,3
10457489,3
10492879,2
10497848,2
10499998,3
10501095,3
10542627,2
10547191,3
10548783,2
10549639,2
10563369,2
10564529,3
10593326,2
10621018,1
10658101,4
10658878,3
10667547,2
10678601,1
10680228,2
10721050,2
10729965,1
10785146,2
10786320,3
10788794,2
10845919,1
10853127,2
10880883,2
10882557,2
10883461,3
10885734,3
10896735,2
10906419,2
10909487,1
10914682,2
10917408,2
10922143,2
10948750,2
10949790,2
10958968,2
10963040,0
10965702,3
10984450,2
10996067,2
10997930,2
11031897,3
11032730,3
11044389,1
11080766,2
11090471,2
11092833,2
11156570,3
11175470,2
11179969,2
11203549,3
11206781,0
11210950,2
11214970,2
11215986,2
11217514,2
11246177,2
11247144,3
11248492,2
11276025,2
11288632,2
11315741,3
11318823,3
11319620,2
11332348,2
11483837,2
11510141,1
11514392,1
11553586,3
11556826,2
11563660,1
11579112,3
11585113,2
11587185,2
11588105,3
11590099,3
11593238,2
11662273,2
11672705,2
11717156,1
11722708,2
11740586,2
11741491,2
11742935,2
11746282,1
11773351,1
11776149,1
11778258,3
11782352,3
11798638,3
11800377,2
11903517,2
11907102,1
11908759,3
11942572,2
11984428,1
12001876,2
12004820,3
12009101,3
12026796,3
12034946,2
12088688,2
12093942,2
12095288,1
12095533,1
12097890,1
12112495,2
12114492,3
12122647,2
12181116,2
12189089,2
12228074,2
12237927,2
12336689,4
12341499,2
12349956,1
12460352,2
12462194,1
12467162,0
12491915,1
12515664,3
12517999,2
12536197,2
12539803,2
12543359,2
12550928,2
12566305,2
12589627,2
12592359,3
12593329,1
12594261,2
12594996,3
12615754,2
12621803,3
12626041,2
12626231,0
12638851,2
12645853,3
12662262,1
12663845,3
12687734,2
12689191,3
12744703,2
12747066,3
12748452,2
12751727,3
12761395,2
12784487,3
12789816,4
12790913,1
12791802,1
12812467,2
12814085,2
12814326,2
12904946,2
12907069,1
12936380,4
12993808,4
12998180,4
12999831,2
13055065,3
13060554,2
13063833,2
13090033,4
13094767,1
13097569,2
13109180,2
13113275,4
13155051,2
13160265,1
13166580,4
2742737,4
2760925,4
2771451,0
2782209,1
2783345,0
2794023,0
2797217,0
2799076,4
2802160,0
2814003,0
2817543,1
2824783,4
2825088,1
2830183,2
2831567,0
2832460,0
2833073,0
2838476,3
2839858,2
2840219,4
2840553,1
2846764,0
2847199,3
2847603,1
2848063,0
2851738,1
2852274,4
2854000,2
2857143,1
2866083,3
2868276,0
2868714,1
2871542,0
2872584,1
2873491,3
2874224,3
2875758,1
2876753,4
2879904,4
2883285,1
2884070,3
2887729,2
2887943,0
2890437,1
2891205,2
2891719,1
2899336,0
2900428,4
2901823,4
2902319,0
2902671,1
2904023,2
2911919,4
2917203,0
2917783,1
2928203,4
2929114,1
2931527,1
2937163,0
2937457,1
2938665,1
2941603,0
2946363,1
2952306,1
2953434,1
2955625,0
2956643,0
2958289,1
2959106,2
2959723,0
2961386,1
2966696,1
2966701,1
2967618,3
2967994,4
2968803,1
2970345,0
2976090,3
2976919,2
2984277,2
2985791,1
2992191,4
2997110,4
2998479,1
2998842,0
3004257,4
3006624,1
3006903,2
3008423,2
3019065,0
3019503,3
3020566,4
3022008,4
3024669,4
3026543,1
3027880,0
3030743,1
3074788,0
3076709,4
3076883,1
3084709,1
3085645,4
3086223,1
3087387,1
3087612,1
3088519,0
3095793,4
3097714,3
3100699,2
3101255,1
3103213,0
3107031,1
3113605,1
3115575,0
3116141,1
3119614,1
3123689,1
3124011,1
3130787,3
3132548,2
3135870,1
3142055,0
3143683,3
3148308,0
3149735,1
3151204,1
3153211,1
3166820,2
3167203,0
3168727,3
3169120,1
3169326,0
3172017,4
3174008,0
3178187,4
3178568,1
3179947,1
3184036,0
3188265,2
3197502,0
3200492,1
3207862,1
3218827,0
3219826,2
3225456,2
3232189,2
3234466,1
3237542,1
3238727,2
3248466,4
3256221,1
3257628,3
3257848,0
3258671,1
3262171,3
3264192,0
3265011,3
3280093,1
3282104,1
3286102,1
3288710,4
3289530,1
3290567,3
3292122,1
3292457,1
3298841,1
3301142,3
3303053,1
3305073,4
3306586,0
3307452,2
3309306,4
3311607,1
3319822,1
3320493,1
3322058,4
3326569,1
3327777,0
3330161,1
3332479,2
3334456,1
3334996,1
3356696,4
3359665,1
3371671,1
3372409,3
3376725,0
3378302,0
3382109,2
3383684,0
3387527,0
3388444,1
3388781,1
3396308,0
3396537,4
3399381,0
3399416,1
3401947,3
3407887,0
3410972,0
3415302,1
3415876,1
3423564,1
3429163,3
3429524,4
3429856,1
3430762,4
3438592,1
3438908,1
3439233,2
3443689,1
3445877,2
3449448,1
3451503,3
3452185,3
3452584,0
3453014,1
3456494,0
3457452,1
3457575,0
3458528,3
3459618,1
3460499,0
3462821,3
3464965,0
3465207,4
3467305,1
3469330,1
3479896,3
3483673,0
3486557,1
3487733,2
3488197,0
3493361,0
3494154,2
3499242,0
3500950,4
3506166,4
3508609,1
3508962,0
3519182,1
3529170,1
3531457,1
3533366,0
3537750,0
3538577,1
3542272,1
3559653,4
3564895,0
3566460,0
3582795,0
3582804,1
3588647,1
3594775,1
3596349,2
3597184,1
3598533,0
3601105,1
3604677,0
3606917,1
3606967,1
3608589,0
3611865,1
3613048,0
3619782,1
3620200,0
3621629,1
3622039,0
3624878,1
3626809,0
3628077,1
3633953,1
3637906,0
3642802,2
3644413,0
3645961,0
3648178,1
3649001,0
3649878,0
3651397,1
3683339,1
3684042,1
3685684,0
3686476,0
3690553,1
3692431,0
3693886,0
3704488,0
3707973,1
3709450,0
3715655,0
3718043,1
3719678,1
3720299,0
3721542,1
3723337,0
3725165,0
3727018,1
3728500,1
3732904,1
3734326,1
3736131,1
3736900,1
3741124,1
3744251,2
3744998,1
3745805,0
3746510,2
3747637,0
3748812,0
3753442,0
3754056,0
3754714,0
3755625,0
3759564,1
3768744,0
3790242,0
3803603,0
3804794,0
3820370,0
3833062,0
3833827,1
3834561,1
3837125,1
3837737,0
3838356,0
3850331,1
3851157,0
3851782,1
3852444,1
3853149,0
3854674,1
3859670,1
3862810,0
3865040,1
3866152,0
3867254,1
3877877,0
3886319,1
3886793,1
3888328,0
3905172,0
3906593,1
3912651,0
3917650,0
3930617,1
3933818,0
3934376,0
3936846,1
3944991,1
3946917,0
3956795,0
3959188,0
3961131,2
3971688,0
3983056,1
3985429,1
3987090,1
3989495,0
3990464,0
3995764,1
3996339,0
3998742,1
3999520,0
4000849,0
4002474,0
4018622,0
4022302,0
4023204,1
4024862,1
4029139,1
4049993,1
4053702,0
4054927,1
4059516,0
4059770,1
4060600,0
4062624,0
4064822,0
4074896,0
4082292,3
4088369,1
4089231,1
4095381,0
4106295,0
4106740,3
4108657,1
4119215,1
4121217,0
4122485,0
4123895,0
4126409,0
4131861,1
4136476,0
4154353,1
4155126,1
4179549,0
4181492,0
4182708,1
4184598,1
4185583,0
4187307,1
4189633,2
4190319,1
4192414,1
4195381,1
4235729,1
4239070,1
4242727,1
4257337,2
4273727,1
4290084,1
4292909,2
4295300,1
4296905,1
4300694,2
4302151,0
4305354,1
4308848,3
4312693,2
4314099,2
4315761,1
4317392,3
4317771,2
4320126,2
4320987,1
4321601,1
4322716,1
4336128,1
4336913,2
4337049,1
4340127,1
4343199,2
