16,2
17,2
18,0
19,0
20,2
21,0
22,2
23,0
24,2
25,0
26,2
27,2
28,2
29,0
30,0
31,2
32,2
33,0
34,1
35,0
36,2
37,0
38,0
39,0
40,2
41,0
42,2
43,0
44,2
45,2
46,2
47,1
48,0
49,0
50,0
9,0
51,0
52,0
53,2
54,2
55,0
56,2
57,1
58,0
59,0
60,0
61,0
62,2
63,0
64,2
65,0
66,0
67,0
68,1
69,0
70,2
71,0
72,2
73,0
74,2
75,3
76,0
77,2
78,0
79,3
80,0
81,0
82,2
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,1
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,1
108,0
109,0
110,2
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,1
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,2
138,0
139,0
140,0
141,0
142,2
3,1
143,0
144,0
145,0
146,0
147,0
148,0
149,1
150,0
151,0
152,0
153,0
154,0
155,0
156,2
157,0
158,0
159,0
160,0
161,1
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,1
176,0
177,0
178,1
179,1
180,0
181,1
182,0
183,0
184,0
185,0
7,0
186,0
187,0
188,0
189,1
190,0
191,2
192,1
193,0
194,0
195,0
8,0
196,0
197,0
6,0
198,0
199,1
200,0
12,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
13,0
209,0
210,0
15,0
211,0
212,0
213,0
214,0
215,0
216,2
217,0
218,0
219,0
220,0
221,0
14,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,1
239,0
240,0
1,0
241,0
242,0
243,0
2,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,1
264,1
265,0
266,0
267,0
268,0
269,0
270,0
5,0
271,0
272,0
273,0
274,0
275,0
276,0
277,0
278,0
279,0
280,1
281,0
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,2
292,0
293,0
294,0
295,0
296,1
297,0
298,0
299,0
300,0
301,3
302,0
303,0
304,0
305,0
306,0
307,0
308,1
309,0
310,1
311,0
312,0
313,0
314,0
315,0
316,0
317,1
318,1
319,1
320,0
321,0
322,1
323,0
324,1
325,0
326,1
327,0
328,0
329,3
330,0
331,0
332,0
333,0
334,1
335,0
336,2
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,2
346,0
347,0
348,0
349,0
350,0
351,2
352,0
353,0
354,1
355,3
356,0
357,1
358,0
359,0
360,0
361,0
362,0
363,1
364,0
365,2
366,2
367,1
368,2
369,0
370,1
371,0
372,0
373,2
374,0
375,2
376,1
377,0
378,1
379,0
380,1
381,2
382,0
383,0
384,0
385,2
386,0
387,0
388,2
389,1
390,0
391,1
392,2
393,0
394,0
395,0
396,0
397,1
398,0
399,1
400,0
401,1
402,0
403,0
404,1
405,0
406,0
407,0
408,0
409,3
410,1
411,0
412,1
413,2
414,2
415,2
416,0
417,2
418,3
419,1
420,0
421,2
422,1
423,2
424,2
425,2
426,0
427,0
428,0
429,0
430,0
431,1
432,0
433,2
434,0
435,2
436,1
437,0
438,0
439,2
440,1
441,2
442,0
443,2
444,0
445,2
446,0
447,0
448,0
449,0
450,1
451,2
452,1
453,0
454,1
455,0
456,0
457,2
458,1
459,0
460,2
461,0
462,0
463,0
464,0
465,2
466,0
467,0
468,2
469,2
470,0
471,0
472,1
473,2
474,0
475,1
476,0
477,0
478,1
479,0
480,2
481,1
482,0
483,2
484,0
485,2
486,1
487,1
488,0
489,0
490,2
491,2
492,0
493,0
494,1
495,0
496,0
497,2
498,2
499,2
500,0
501,0
502,0
503,1
504,2
505,0
506,0
507,1
508,1
509,2
510,0
511,4
512,0
513,0
514,4
515,0
516,4
517,0
518,0
519,1
520,0
521,1
522,0
523,0
524,1
525,2
526,0
527,0
528,0
529,0
530,0
531,0
532,0
533,1
534,0
535,0
536,2
537,2
538,0
539,1
540,0
541,0
542,2
543,0
544,2
545,0
546,0
547,0
548,1
549,1
550,0
551,1
552,0
553,1
554,1
555,0
556,2
557,1
558,1
559,1
560,2
561,2
562,0
563,0
564,1
565,0
566,2
567,2
568,2
569,0
570,2
571,0
572,2
573,1
574,0
575,2
576,0
577,2
578,1
579,2
580,0
581,0
582,1
583,0
584,1
585,1
586,2
587,0
588,2
589,0
590,2
591,2
592,0
593,2
594,0
595,0
596,1
597,2
598,3
599,1
600,2
601,1
11,0
602,2
603,1
604,2
605,0
606,2
607,2
608,2
609,1
610,2
611,2
612,1
613,2
614,2
615,1
616,2
617,1
618,1
619,1
620,0
621,1
622,0
623,2
624,2
625,2
626,2
627,2
628,0
629,2
630,2
631,0
632,2
633,0
634,0
635,0
636,0
10,2
637,0
638,2
639,0
640,2
641,2
642,2
643,2
644,2
645,2
646,2
647,0
648,2
649,2
650,2
651,2
652,1
653,2
654,1
655,2
656,2
657,0
658,2
659,2
660,2
661,0
662,2
663,2
664,0
665,0
666,0
667,2
668,2
669,2
670,2
671,1
672,2
673,2
674,2
675,1
676,1
677,2
678,2
679,2
680,2
681,2
682,2
